external_id,store_id,brand,name,lat,lng,address,city,state,zip,country,phone_number,time_zone,dma,status,website_url,geofence_radius
3982,3982,Aeropostale,ELLENTON AEROPOSTALE PS,27.5362636,-82.5081396,PRIME OUTLETS AT ELLENTON,ELLENTON,FL,34222,USA,,America/New_York,,,,
580,580,Aeropostale,ELLENTON AEROPOSTALE,27.536092,-82.506645,PRIME OUTLETS ELLENTON,ELLENTON,FL,34222,USA,,America/New_York,,,,
528,528,Aeropostale,SARASOTA AEROPOSTALE,27.23145,-82.49549,SARASOTA SQUARE,SARASOTA,FL,34238,USA,,America/New_York,,,,
642,642,Aeropostale,PADDOCK AEROPOSTALE,29.160179,-82.174929,PADDOCK MALL,OCALA,FL,34474,USA,,America/New_York,,,,
874,874,Aeropostale,GULFVIEW AEROPOSTALE,28.293437,-82.709637,GULFVIEW SQUARE,PORT RICHEY,FL,34668,USA,,America/New_York,,,,
934,934,Aeropostale,THE LOOP AEROPOSTALE,28.345153,-81.420051,THE LOOP,KISSIMMEE,FL,34741,USA,,America/New_York,,,,
835,835,Aeropostale,WEST OAKS FL AEROPOSTALE,28.551887,-81.514987,WEST OAKS MALL,OCOEE,FL,34761,USA,,America/New_York,,,,
682,682,Aeropostale,TREASURE COAST AEROPOSTAL,27.24515,-80.27243,TREASURE COAST MALL,JENSEN BEACH,FL,34957,USA,,America/New_York,,,,
1098,1098,Aeropostale,SHOPS AT GRAND RIVER AERO,33.548686,-86.596208,6200 GRAND RIVER BLVD E,BIRMINGHAM,AL,35094,USA,,America/Chicago,,,,
656,656,Aeropostale,BROOKWOOD AEROPOSTALE,33.472269,-86.76867,COLONIAL BROOKWOOD VILL.,HOMEWOOD,AL,35209,USA,,America/Chicago,,,,
889,889,Aeropostale,TUTWILER FARM AEROPOSTALE,33.605894,-86.641759,PINNACLE AT TUTWILER FARM,TRUSSVILLE,AL,35235,USA,,America/Chicago,,,,
291,291,Aeropostale,RIVERCHASE AEROPOSTALE,33.380108,-86.806879,RIVERCHASE GALLERIA,HOOVER,AL,35244,USA,,America/Chicago,,,,
272,272,Aeropostale,UNIVERSITY (AL) AEROPOSTA,33.194137,-87.52594,UNIVERSITY MALL,TUSCALOOSA,AL,35405,USA,,America/Chicago,,,,
655,655,Aeropostale,DECATUR AEROPOSTALE,34.5745,-87.01721,COLONIAL MALL DECATUR,DECATUR,AL,35601,USA,,America/Chicago,,,,
594,594,Aeropostale,REGENCY SQ AEROPOSTALE,34.836806,-87.63163,REGENCY SQUARE MALL,FLORENCE,AL,35630,USA,,America/Chicago,,,,
577,577,Aeropostale,PARKWAY PLACE AEROPOSTALE,34.706991,-86.589071,PARKWAY PLACE,HUNTSVILLE,AL,35801,USA,,America/Chicago,,,,
382,382,Aeropostale,MADISON SQUARE AEROPOSTAL,34.740629,-86.665282,MADISON SQUARE MALL,HUNTSVILLE,AL,35806,USA,,America/Chicago,,,,
233,233,Aeropostale,GADSDEN AEROPOSTALE,33.997585,-86.004537,COLONIAL MALL GADSDEN,GADSDEN,AL,35901,USA,,America/Chicago,,,,
559,559,Aeropostale,EASTDALE AEROPOSTALE,32.387657,-86.206988,EASTDALE MALL,MONTGOMERY,AL,36117,USA,,America/Chicago,,,,
531,531,Aeropostale,QUINTARD AEROPOSTALE,33.61268,-85.827281,QUINTARD MALL,OXFORD,AL,36203,USA,,America/Chicago,,,,
573,573,Aeropostale,WIREGRASS AEROPOSTALE,31.25582,-85.42761,WIREGRASS COMMONS,DOTHAN,AL,36303,USA,,America/Chicago,,,,
785,785,Aeropostale,EASTERN SHORE AEROPOSTALE,30.669026,-87.852038,EASTERN SHORE CENTRE,SPANISH FORT,AL,36527,USA,,America/Chicago,,,,
582,582,Aeropostale,FOLEY AEROPOSTALE,30.376431,-87.683129,TANGER OUTLET CTR FOLEY,FOLEY,AL,36535,USA,,America/Chicago,,,,
3986,3986,Aeropostale,TANGER FOLEY AERO - PS,30.3717829,-87.6831078,TANGER OUTLET CTR FOLEY,FOLEY,AL,36535,USA,,America/Chicago,,,,
301,301,Aeropostale,BEL AIRE AEROPOSTALE,30.670488,-88.122833,BEL AIRE MALL,MOBILE,AL,36606,USA,,America/Chicago,,,,
486,486,Aeropostale,COLONIAL (AL) AEROPOSTALE,32.624933,-85.446165,COLONIAL MALL,AUBURN,AL,36830,USA,,America/Chicago,,,,
235,235,Aeropostale,HICKORY HLLOW AEROPOSTALE,36.049238,-86.656895,HICKORY HOLLOW MALL,ANTIOCK,TN,37013,USA,,America/New_York,,,,
467,467,Aeropostale,GOVERNOR'S SQUARE (TN) AE,36.587695,-87.293853,GOVERNOR'S SQUARE,CLARKSVILLE,TN,37042,USA,,America/New_York,,,,
230,230,Aeropostale,COOLSPRINGS AEROPOSTALE,35.957807,-86.811271,COOLSPRINGS GALLERIA,FRANKLIN,TN,37067,USA,,America/New_York,,,,
239,239,Aeropostale,RIVERGATE AEROPOSTALE,36.298399,-86.699883,RIVERGATE MALL,GOODLETSVILLE,TN,37072,USA,,America/New_York,,,,
895,895,Aeropostale,LEBANON AEROPOSTALE,36.178462,-86.302314,PRIME OUTLETS LEBANON,LEBANON,TN,37090,USA,,America/New_York,,,,
188,188,Aeropostale,STONES RIVER AEROPOSTALE,35.846375,-86.417257,STONES RIVER MALL,MURFREESBORO,TN,37129,USA,,America/New_York,,,,
252,252,Aeropostale,OPRY MILLS AEROPOSTALE,36.205557,-86.696429,OPRY MILLS MALL,NASHVILLE,TN,37214,USA,,America/New_York,,,,
1100,1100,Aeropostale,GREEN HILLS AEROPOSTALE,36.106319,-86.817887,2126 ABBOTT MARTIN ROAD,NASHVILLE,TN,37215,USA,,America/New_York,,,,
809,809,Aeropostale,BRADLEY SQUARE AEROPOSTAL,35.203649,-84.848552,BRADLEY SQUARE,CLEVELAND,TN,37312,USA,,America/New_York,,,,
470,470,Aeropostale,NORTHGATE (TN) AEROPOSTAL,35.131697,-85.238491,NORTHGATE MALL,CHATTANOOGA,TN,37415,USA,,America/New_York,,,,
77,77,Aeropostale,HAMILTON PLACE AERO,35.037177,-85.160643,HAMILTON PLACE,CHATTANOOGA,TN,37421,USA,,America/New_York,,,,
243,243,Aeropostale,JOHNSON CITY AEROPOSTALE,36.339494,-82.374519,MALL AT JOHNSON CITY,JOHNSON CITY,TN,37601,USA,,America/New_York,,,,
593,593,Aeropostale,FORT HENRY AEROPOSTALE,36.528085,-82.523142,FORT HENRY MALL,KINGSPORT,TN,37664,USA,,America/New_York,,,,
799,799,Aeropostale,FOOTHILLS (TN) AEROPOSTAL,35.746203,-83.994844,FOOTHILLS MALL,MARYVILLE,TN,37801,USA,,America/New_York,,,,
707,707,Aeropostale,COLLEGE SQ (TN) AEROPOSTL,36.222482,-83.261505,COLLEGE SQUARE,MORRISTOWN,TN,37813,USA,,America/New_York,,,,
579,579,Aeropostale,FIVE OAKS AEROPOSTALE,35.833097,-83.572806,TANGER FIVE OAKS,SEVIERVILLE,TN,37862,USA,,America/New_York,,,,
505,505,Aeropostale,PIGEON FORGE AEROPOSTALE,39.125979,-94.827103,PIGEON FORGE OUTLETS,PIGEON FORGE,TN,37863,USA,,America/New_York,,,,
124,124,Aeropostale,WEST TOWN (TN) AEROPOSTAL,35.928107,-84.037574,WEST TOWN MALL,KNOXVILLE,TN,37919,USA,,America/New_York,,,,
225,225,Aeropostale,KNOXVILLE AEROPOSTALE,36.03232,-83.87915,KNOXVILLE CENTER MALL,KNOXVILLE,TN,37924,USA,,America/New_York,,,,
932,932,Aeropostale,TURKEY CREEK AEROPOSTALE,35.900036,-84.158707,PINNACLE AT TURKEY CREEK,CONCORD,TN,37934,USA,,America/New_York,,,,
840,840,Aeropostale,CARRIAGE CROSSING AERO,35.024368,-89.715852,THE AVENUE CARRIAGE CROSS,COLLIERVILLE,TN,38017,USA,,America/New_York,,,,
268,268,Aeropostale,OAK COURT AEROPOSTALE,35.118833,-89.913124,OAK COURT,MEMPHIS,TN,38117,USA,,America/New_York,,,,
389,389,Aeropostale,WOLFCHASE AEROPOSTALE,35.200808,-89.792067,WOLFCHASE GALLERIA,MEMPHIS,TN,38133,USA,,America/New_York,,,,
671,671,Aeropostale,OLD HICKORY AEROPOSTALE,35.656586,-88.827875,OLD HICKORY,JACKSON,TN,38305,USA,,America/New_York,,,,
784,784,Aeropostale,SOUTHAVEN AEROPOSTALE,34.95829,-89.99492,SOUTHAVEN TOWNE CENTER,SOUTHAVEN,MS,38671,USA,,America/Chicago,,,,
1134,1134,Aeropostale,TANGER SOUTHHAVEN AEROPOS,0,0,TANGER SOUTHHAVEN,SOUTHAVEN,MS,38671,USA,,America/Chicago,,,,
689,689,Aeropostale,BARNES CROSSING AEROPOSTA,34.315551,-88.703483,MALL AT BARNES CROSSING,TUPELO,MS,38804,USA,,America/Chicago,,,,
1122,1122,Aeropostale,BLOOMFILED OUTLET,32.29869,-90.132031,200 BASS PRO DRIVE,PEARL,MS,39208,USA,,America/Chicago,,,,
988,988,Aeropostale,DOGWOOD AEROPOSTALE,32.339624,-90.059352,DOGWOOD FESTIVAL,FLOWOOD,MS,39232,USA,,America/Chicago,,,,
839,839,Aeropostale,BONITA AEROPOSTALE,32.360163,-88.673968,BONITA LAKES,MERIDIAN,MS,39301,USA,,America/Chicago,,,,
765,765,Aeropostale,TURTLE CREEK AEROPOSTALE,31.324687,-89.37426,TURTLE CREEK MALL,HATTIESBURG,MS,39402,USA,,America/Chicago,,,,
3980,3980,Aeropostale,GULFPORT AEROPOSTALE PS,30.4312097,-89.0984344,PRIME OUTLETS GULFPORT,GULFPORT,MS,39503,USA,,America/Chicago,,,,
886,886,Aeropostale,GULFPORT AEROPOSTALE,30.427602,-89.097333,PRIME OUTLET GULFPORT,GULFPORT,MS,39503,USA,,America/Chicago,,,,
602,602,Aeropostale,NORTHPARK (MS) AEROPOSTAL,32.399538,-90.131349,NORTHPARK,JACKSON,MS,39517,USA,,America/Chicago,,,,
685,685,Aeropostale,EDGEWATER AEROPOSTALE,30.389535,-88.989741,EDGEWATER MALL,BILOXI,MS,39531,USA,,America/Chicago,,,,
1129,1129,Aeropostale,OUTLET SHOPPES BLUEGRASS,38.20607,-85.34908,1155 BUCK CREEK ROAD,SIMPSONVILLE,KY,40067,USA,,America/New_York,,,,
36,36,Aeropostale,ST MATTHEWS AEROPOSTALE,38.250156,-85.623443,ST MATTHEWS MALL,LOUISVILLE,KY,40207,USA,,America/New_York,,,,
377,377,Aeropostale,JEFFERSON AEROPOSTALE,38.138013,-85.673379,JEFFERSON MALL,LOUISVILLE,KY,40219,USA,,America/New_York,,,,
750,750,Aeropostale,FAYETTE AEROPOSTALE,37.98588,-84.526241,FAYETTE MALL,LEXINGTON,KY,40503,USA,,America/New_York,,,,
933,933,Aeropostale,HAMBURG AEROPOSTALE,38.025946,-84.422445,HAMBURG PAVILION,LEXINGTON,KY,40509,USA,,America/New_York,,,,
373,373,Aeropostale,FLORENCE AEROPOSTALE,38.994512,-84.652624,FLORENCE MALL,FLORENCE,KY,41042,USA,,America/New_York,,,,
610,610,Aeropostale,AEROPOSTALE.COM - GSI,0,0,40 LOGISTICS BLVD,WALTON,KY,41094,USA,,America/New_York,,,,
334,334,Aeropostale,ASHLAND AEROPOSTALE,38.484742,-82.65163,ASHLAND MALL,ASHLAND,KY,41101,USA,,America/New_York,,,,
385,385,Aeropostale,KENTUCKY OAKS AEROPOSTALE,37.077218,-88.684872,KENTUCKY OAKS MALL,PADUCAH,KY,42001,USA,,America/New_York,,,,
507,507,Aeropostale,GREENWOOD (KY) AEROPOSTAL,36.949049,-86.424567,GREENWOOD MALL,BOWLING GREEN,KY,42104,USA,,America/New_York,,,,
489,489,Aeropostale,TOWN SQUARE (KY) AEROPOST,37.721437,-87.124374,TOWN SQUARE MALL,OWENSBORO,KY,42301,USA,,America/New_York,,,,
459,459,Aeropostale,TOWNE MALL AEROPOSTALE,37.732939,-85.886569,TOWNE MALL,ELIZABETHTOWN,KY,42701,USA,,America/New_York,,,,
590,590,Aeropostale,TUTTLE AEROPOSTALE,40.076422,-83.129781,TUTTLE CROSSING,DUBLIN,OH,43016,USA,,America/New_York,,,,
397,397,Aeropostale,INDIAN MOUND AEROPOSTALE,40.031113,-82.443201,INDIAN MOUND MALL,HEATH,OH,43056,USA,,America/New_York,,,,
1133,1133,Aeropostale,TANGER OUTLET COLUMBUS AE,0,0,TANGER OUTLET COLUMBUS,SUNBURY,OH,43074,USA,,America/New_York,,,,
510,510,Aeropostale,JEFFERSONVILLE AEROPOSTAL,39.61905,-83.60429,PRIME OUTLETS JEFFERSONVI,JEFFERSONVILLE,OH,43128,USA,,America/New_York,,,,
335,335,Aeropostale,RIVER VALLEY AEROPOSTALE,39.73362,-82.63109,RIVER VALLEY MALL,LANCASTER,OH,43130,USA,,America/New_York,,,,
241,241,Aeropostale,COLUMBUS CITY AEROPOSTALE,39.851454,-82.888356,COLUMBUS CITY CENTER,COLUMBUS,OH,43215,USA,,America/New_York,,,,
396,396,Aeropostale,EASTON AEROPOSTALE,40.052587,-82.915496,THE TOWN CENTER AT EASTON,COLUMBUS,OH,43219,USA,,America/New_York,,,,
288,288,Aeropostale,EASTLAND (OH) AEROPOSTALE,39.91836,-82.88725,EASTLAND MALL,COLUMBUS,OH,43232,USA,,America/New_York,,,,
307,307,Aeropostale,POLARIS AEROPOSTALE,40.141578,-82.977665,POLARIS MALL,COLUMBUS,OH,43240,USA,,America/New_York,,,,
878,878,Aeropostale,FALLEN TIMBER AEROPOSTALE,41.547037,-83.705885,SHOPS AT FALLEN TIMBER,MAUMEE,OH,43537,USA,,America/New_York,,,,
227,227,Aeropostale,FRANKLIN PARK AEROPOSTALE,41.698194,-83.642137,FRANKLIN PARK MALL,TOLEDO,OH,43623,USA,,America/New_York,,,,
457,457,Aeropostale,COLONY SQUARE AEROPOSTALE,39.988685,-82.022971,CONONY SQUARE MALL,ZANESVILLE,OH,43701,USA,,America/New_York,,,,
103,103,Aeropostale,OHIO VALLEY AEROPOSTALE,40.069101,-80.864974,OHIO VALLEY MALL,ST. CLAIRSVILLE,OH,43950,USA,,America/New_York,,,,
309,309,Aeropostale,MIDWAY AEROPOSTALE,41.39433,-82.11,MIDWAY MALL,ELYRIA,OH,44035,USA,,America/New_York,,,,
123,123,Aeropostale,GREAT LAKES (OH) AERO,41.661276,-81.360033,GREAT LAKES MALL,MENTOR,OH,44060,USA,,America/New_York,,,,
27,27,Aeropostale,GREAT NORTHERN MALL,41.417028,-81.901903,GREAT NORTHERN MALL,NORTH OLMSTEAD,OH,44070,USA,,America/New_York,,,,
1033,1033,Aeropostale,BEACHWOOD AEROPOSTALE,41.501274,-81.496611,BEACHWOOD PLACE,BEACHWOOD,OH,44122,USA,,America/New_York,,,,
25,25,Aeropostale,PARMATOWN AEROPOSTALE,41.384522,-81.738772,PARMATOWN MALL  SPACE 4,PARMA,OH,44129,USA,,America/New_York,,,,
214,214,Aeropostale,STHPARK (OH) AEROPOSTALE,41.311584,-81.820248,SOUTHPARK CENTER,STRONGSVILLE,OH,44136,USA,,America/New_York,,,,
213,213,Aeropostale,RICHMOND (OH) AEROPOSTALE,41.5408352,-81.4952087,RICHMOND TOWN SQUARE,RICHMOND HEIGHTS,OH,44143,USA,,America/New_York,,,,
1041,1041,Aeropostale,CROCKER AEROPOSTALE,41.459634,-81.952727,CROCKER PARK,WESTLAKE,OH,44145,USA,,America/New_York,,,,
726,726,Aeropostale,AURORA (OH) AEROPOSTALE,41.302854,-81.345574,AURORA PREMIUM OUTLETS,AURORA,OH,44202,USA,,America/New_York,,,,
1040,1040,Aeropostale,LODI STATION AEROPOSTALE,41.002498,-81.996255,LODI STATION OUTLET,BURBANK,OH,44214,USA,,America/New_York,,,,
246,246,Aeropostale,CHAPEL HILL AEROPOSTALE,41.116942,-81.465611,CHAPEL HILL,AKRON,OH,44310,USA,,America/New_York,,,,
218,218,Aeropostale,SUMMIT AEROPOSTALE,41.132564,-81.619046,SUMMIT MALL,AKRON,OH,44333,USA,,America/New_York,,,,
219,219,Aeropostale,EASTWOOD (OH) AEROPOSTALE,41.210965,-80.752505,EASTWOOD MALL,NILES,OH,44446,USA,,America/New_York,,,,
201,201,Aeropostale,SOUTHERN PARK AEROPOSTALE,41.022636,-80.662691,SOUTHERN PARK MALL,YOUNGSTOWN,OH,44512,USA,,America/New_York,,,,
109,109,Aeropostale,BELDEN AEROPOSTALE,40.857453,-81.431301,BELDEN VILLAGE,CANTON,OH,44718,USA,,America/New_York,,,,
274,274,Aeropostale,SANDUSKY AEROPOSTALE,41.416317,-82.67218,SANDUSKY MALL,SANDUSKY,OH,44870,USA,,America/New_York,,,,
286,286,Aeropostale,RICHLAND (OH) AEROPOSTALE,40.768518,-82.59213,RICHLAND MALL,MANSFIELD,OH,44906,USA,,America/New_York,,,,
1049,1049,Aeropostale,CINCINNATI OUTLET AERO,39.435328,-84.33794,874 PREMIUM OUTLET DRIVE,MONROE,OH,45050,USA,,America/New_York,,,,
384,384,Aeropostale,KENWOOD AEROPOSTALE,39.199964,-84.377582,KENWOOD TOWN CENTER,CINCINNATI,OH,45236,USA,,America/New_York,,,,
668,668,Aeropostale,CINCINNATI MILLS AEROPOST,0,0,CINCINNATI MILLS,CINCINNATI,OH,45240,USA,,America/New_York,,,,
355,355,Aeropostale,EASTGATE AEROPOSTALE,39.102181,-84.272994,EASTGATE MALL,CINCINNATI,OH,45245,USA,,America/New_York,,,,
133,133,Aeropostale,TRI COUNTY AEROPOSTALE,39.290296,-84.46667,TRI COUNTY MALL,CINCINNATI,OH,45246,USA,,America/New_York,,,,
394,394,Aeropostale,NORTHGATE (OH) AEROPOSTAL,39.245586,-84.600392,NORTHGATE MALL,CINCINNATI,OH,45251,USA,,America/New_York,,,,
159,159,Aeropostale,FAIRFIELD AEROPOSTALE,39.76547,-84.05229,FAIRFIELD MALL,DAYTON,OH,45431,USA,,America/New_York,,,,
879,879,Aeropostale,GREENE AEROPOSTALE,39.693647,-84.103296,GREENE TOWN CENTER,DAYTON,OH,45440,USA,,America/New_York,,,,
190,190,Aeropostale,DAYTON AEROPOSTALE,39.636716,-84.218972,DAYTON MALL,DAYTON,OH,45459,USA,,America/New_York,,,,
386,386,Aeropostale,UPPER VALLEY AEROPOSTALE,39.947603,-83.851961,UPPER VALLEY MALL,SPRINGFIELD,OH,45504,USA,,America/New_York,,,,
548,548,Aeropostale,LIMA AEROPOSTALE,40.762926,-84.149422,LIMA MALL,LIMA,OH,45805,USA,,America/New_York,,,,
365,365,Aeropostale,FINDLAY AEROPOSTALE,41.052979,-83.614189,FINDLAY VILLAGE,FINDLAY,OH,45840,USA,,America/New_York,,,,
670,670,Aeropostale,CLAY TERRACE AEROPOSTALE,39.998504,-86.129882,CLAY TERRACE,CARMEL,IN,46032,USA,,America/New_York,,,,
973,973,Aeropostale,HAMILTON (IN) AEROPOSTALE,39.993846,-85.931555,HAMILTON TOWN CENTER,NOBLESVILLE,IN,46060,USA,,America/New_York,,,,
713,713,Aeropostale,EDINBURGH AEROPOSTALE,39.307633,-85.961827,EDINBURGH PREMIUM OUTLETS,EDINBURGH,IN,46124,USA,,America/New_York,,,,
3981,3981,Aeropostale,EDINBURGH PREMIUM AEROPOS,39.3110416,-85.9593487,EDINBURGH PREMIUM OUTLETS,EDINBURGH,IN,46124,USA,,America/New_York,,,,
114,114,Aeropostale,GREENWOOD (IN) AEROPOSTAL,39.632699,-86.124666,GREENWOOD PARK MALL,INDIANAPOLIS,IN,46142,USA,,America/New_York,,,,
804,804,Aeropostale,PERRY CROSSING AEROPOSTAL,39.711583,-86.355403,PERRY CROSSING,PLAINFIELD,IN,46168,USA,,America/New_York,,,,
257,257,Aeropostale,CIRCLE CENTRE AEROPOSTALE,39.765664,-86.158984,CIRCLE CENTRE,INDIANAPOLIS,IN,46225,USA,,America/New_York,,,,
333,333,Aeropostale,WSHINGTN SQ AEROPOSTALE,39.775112,-85.987186,WASHINGTON SQUARE MALL,INDIANAPOLIS,IN,46229,USA,,America/New_York,,,,
85,85,Aeropostale,CASTLETON AEROPOSTALE,39.905361,-86.064006,CASTLETON SQUARE,INDIANAPOLIS,IN,46250,USA,,America/New_York,,,,
480,480,Aeropostale,LAFAYETTE AEROPOSTALE,39.83181,-86.237025,LAFAYETTE SQUARE,INDIANAPOLIS,IN,46254,USA,,America/New_York,,,,
653,653,Aeropostale,LIGHTHOUSE AEROPOSTALE,41.713972,-86.906063,LIGHTHOUSE PLACE OUTLETS,MICHIGAN CITY,IN,46360,USA,,America/New_York,,,,
3993,3993,Aeropostale,LIGHTHOUSE AEROPOSTALE PS,41.7148591,-86.9050741,LIGHTHOUSE PLACE PREM OUT,MICHIGAN CITY,IN,46360,USA,,America/New_York,,,,
157,157,Aeropostale,SOUTHLAKE AEROPOSTALE,41.46655,-87.30985,SOUTHLAKE MALL,MERRILLVILLE,IN,46410,USA,,America/New_York,,,,
116,116,Aeropostale,UNIVERSITY PK AEROPOSTALE,41.719671,-86.18776,UNIVERSITY PARK MALL,SOUTH BEND,IN,46545,USA,,America/New_York,,,,
1071,1071,Aeropostale,FREMONT AEROPOSTALE,41.733461,-85.002323,6245 NORTH OLD 27,FREEMONT,IN,46737,USA,,America/New_York,,,,
338,338,Aeropostale,JEFFERSN PNTE AEROPOSTALE,41.070579,-85.194373,JEFFERSON POINTE,FT. WAYNE,IN,46804,USA,,America/New_York,,,,
215,215,Aeropostale,GLENBROOK AEROPOSTALE,41.11466,-85.13544,GLENBROOK SQUARE MALL,FORT WAYNE,IN,46805,USA,,America/New_York,,,,
646,646,Aeropostale,MARKLAND AEROPOSTALE,40.473577,-86.107922,MARKLAND MALL,KOKOMO,IN,46902,USA,,America/New_York,,,,
529,529,Aeropostale,GREEN TREE AEROPOSTALE,38.313483,-85.76308,GREEN TREE MALL,CLARKSVILLE,IN,47129,USA,,America/New_York,,,,
851,851,Aeropostale,FAIR OAKS (IN) AEROPSTLE,39.223038,-85.901091,FAIR OAKS MALL,COLUMBUS,IN,47201,USA,,America/New_York,,,,
221,221,Aeropostale,MUNCIE AEROPOSTALE,40.221026,-85.373012,MUNCIE MALL,MUNCIE,IN,47303,USA,,America/New_York,,,,
643,643,Aeropostale,RICHMOND (IN) AEROPOSTALE,39.831074,-84.846845,RICHMOND SQUARE,RICHMOND,IN,47374,USA,,America/New_York,,,,
220,220,Aeropostale,COLLEGE MALL AEROPOSTALE,39.164202,-86.494231,COLLEGE MALL,BLOOMINGTON,IN,47401,USA,,America/New_York,,,,
251,251,Aeropostale,EASTLAND (IN) AEROPOSTALE,37.984259,-87.492685,EASTLAND MALL,EVANSVILLE,IN,47715,USA,,America/New_York,,,,
238,238,Aeropostale,HONEY CREEK AEROPOSTALE,39.426689,-87.415857,HONEY CREEK MALL,TERRE HAUTE,IN,47802,USA,,America/New_York,,,,
175,175,Aeropostale,TIPPECANOE AEROPOSTALE,40.392408,-86.853925,TIPPECANOE MALL,LAFAYETTE,IN,47905,USA,,America/New_York,,,,
367,367,Aeropostale,BIRCHWOOD AEROPOSTALE,43.035719,-82.456435,BIRCHWOOD MALL,FORT GRATIOT,MI,48059,USA,,America/New_York,,,,
297,297,Aeropostale,MACOMB AEROPOSTALE,42.534065,-82.912928,MACOMB MALL,ROSEVILLE,MI,48066,USA,,America/New_York,,,,
754,754,Aeropostale,OAKLAND AEROPOSTALE,42.534264,-83.110315,OAKLAND MALL,TROY,MI,48083,USA,,America/New_York,,,,
1077,1077,Aeropostale,SOMERSET COLLECTION AERO,42.561457,-83.183886,2801 W. BIG BEAVER ROAD,TROY,MI,48084,USA,,America/New_York,,,,
831,831,Aeropostale,BRIARWOOD AEROPOSTALE,42.242818,-83.746241,BRIARWOOD MALL,ANN ARBOR,MI,48108,USA,,America/New_York,,,,
877,877,Aeropostale,GREEN OAKS AEROPOSTALE,42.507285,-83.753428,GREEN OAKS VILLAGE,BRIGHTON,MI,48116,USA,,America/New_York,,,,
231,231,Aeropostale,FAIRLANE AEROPOSTALE,42.309632,-83.222315,FAIRLANE TOWN CENTER,FAIRLANE,MI,48126,USA,,America/New_York,,,,
1076,1076,Aeropostale,LAUREL PARK AEROPOSTALE,42.410953,-83.415382,LAUREL PARK,LIVONIA,MI,48152,USA,,America/New_York,,,,
716,716,Aeropostale,THE MALL OF MONROE AERO,41.945404,-83.384551,FRENCHTOWN MALL,MONROE,MI,48162,USA,,America/New_York,,,,
189,189,Aeropostale,SOUTHLAND CTR AEROPOSTALE,42.197834,-83.256926,SOUTHLAND CENTER,TAYLOR,MI,48180,USA,,America/New_York,,,,
989,989,Aeropostale,WESTLAND AEROPOSTALE,42.338946,-83.385055,WESTLAND CENTER,WESTLAND,MI,48185,USA,,America/New_York,,,,
1060,1060,Aeropostale,ROCHESTER HILL AERO,42.682772,-83.194098,VILLAGE OF ROCHESTER HILL,ROCHESTER HILLS,MI,48309,USA,,America/New_York,,,,
111,111,Aeropostale,LAKESIDE AEROPOSTALE,42.624962,-82.982299,LAKESIDE MALL D-129,STERLING HEIGHTS,MI,48313,USA,,America/New_York,,,,
202,202,Aeropostale,GREAT LAKES (MI) AEROPOST,42.701707,-83.304814,GREAT LAKES MALL,AUBURN HILLS,MI,48326,USA,,America/New_York,,,,
71,71,Aeropostale,TWELVE OAKS AEROPOSTALE,42.48978,-83.475972,TWELVE OAKS MALL,NOVI,MI,48377,USA,,America/New_York,,,,
511,511,Aeropostale,BIRCH RUN AEROPOSTALE,43.24816,-83.77502,PRIME OUTLETS BIRCH RUN,BIRCH RUN,MI,48415,USA,,America/New_York,,,,
3998,3998,Aeropostale,BIRCH RUN AEROPOSTALE PS,43.246618,-83.777959,PRIME OUTLETS BIRCH RUN,BIRCH RUN,MI,48415,USA,,America/New_York,,,,
113,113,Aeropostale,GENESEE AEROPOSTALE,42.980498,-83.772105,GENESEE MALL,FLINT,MI,48507,USA,,America/New_York,,,,
247,247,Aeropostale,FASHION SQ AEROPOSTALE,43.47735,-83.97523,FASHION SQUARE MALL,SAGINAW,MI,48604,USA,,America/New_York,,,,
551,551,Aeropostale,MIDLAND (MI) AEROPOSTALE,43.65911,-84.247203,MIDLAND MALL,MIDLAND,MI,48642,USA,,America/New_York,,,,
464,464,Aeropostale,BAY CITY AEROPOSTALE,43.623805,-83.892516,BAY CITY MALL,BAY CITY,MI,48706,USA,,America/New_York,,,,
683,683,Aeropostale,HOWELL AEROPOSTALE,42.621014,-83.993446,TANGER CENTER @ HOWELL,HOWELL,MI,48855,USA,,America/New_York,,,,
226,226,Aeropostale,MERIDIAN AEROPOSTALE,42.72101,-84.421758,MERIDIAN MALL,OKEMOS,MI,48864,USA,,America/New_York,,,,
447,447,Aeropostale,EASTWOOD (MI) AEROPOSTALE,42.763946,-84.513409,EASTWOOD TOWN CENTER,LANSING,MI,48912,USA,,America/New_York,,,,
465,465,Aeropostale,LANSING AEROPOSTALE,42.741028,-84.624342,LANSING MALL,LANSING,MI,48917,USA,,America/New_York,,,,
466,466,Aeropostale,LAKEVIEW AEROPOSTALE,42.261058,-85.182431,LAKEVIEW SQUARE,BATTLE CREEK,MI,49015,USA,,America/New_York,,,,
518,518,Aeropostale,CROSSROADS (MI) AEROPOSTA,42.220903,-85.589457,CROSSROADS MALL,PORTAGE,MI,49024,USA,,America/New_York,,,,
446,446,Aeropostale,WESTWOOD AEROPOSTALE,42.247477,-84.437882,WESTWOOD MALL,JACKSON,MI,49202,USA,,America/New_York,,,,
664,664,Aeropostale,ADRIAN AEROPOSTALE,41.879193,-84.043207,ADRIAN MALL,ADRIAN,MI,49221,USA,,America/New_York,,,,
1141,1141,Aeropostale,GRAND RAPIDS AEROPOSTALE,0,0,TANGER GRAND RAPIDS,BYRON CENTER,MI,49315,USA,,America/New_York,,,,
